sample_id,experiment_batch,set,cluster,prompt_condition,replicate,full_english_prompt,prompt_record_status,generation_model,image_width_px,image_height_px,aspect_ratio,fixed_generation_conditions,other_generation_parameters,image_file,image_sha256,evidence_source
A1_S_R5,Batch 1,Set A,1,Semantic Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: dense geometric interlocking, multilayer ring-like sequence, outward-expanding modules, flexible composite components, biomimetic layering.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C1_SemanticPrompt_R5.png,666154e4aa664d21ca9fb7e98ac61b22f5240051bded47621181b23ff89b41e4,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A1_S_R6,Batch 1,Set A,1,Semantic Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: dense geometric interlocking, multilayer ring-like sequence, outward-expanding modules, flexible composite components, biomimetic layering.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C1_SemanticPrompt_R6.png,721019c9731ad3adec28ea83201edebfa575515c15ac39cba44ee96709d5dbc0,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_F_R4,Batch 1,Set A,2,Free Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C2_FreePrompt_R4.png,926605b0a7e126ebf666d6112d2d0ecadee04059b2d050dde84d2937e3a3b9cc,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_F_R5,Batch 1,Set A,2,Free Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C2_FreePrompt_R5.png,dd1260385eb58003735cf5a9e5e2243ac97f77ac9bba1c1666e9569dea44aec0,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_F_R6,Batch 1,Set A,2,Free Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C2_FreePrompt_R6.png,5ab2aa44546089907381ae2b8e87a7e91be346e78826ed585633cfb81a64b46a,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_S_R4,Batch 1,Set A,2,Semantic Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: translucent daylight-regulating interface, diagonal scale-like units, overlapping joints, lightweight material, parametric grid.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C2_SemanticPrompt_R4.png,6c08b68370e93abf986e6fab66a98f46cc26d582b294c9dcb53e3c71a4b6ace1,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_S_R5,Batch 1,Set A,2,Semantic Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: translucent daylight-regulating interface, diagonal scale-like units, overlapping joints, lightweight material, parametric grid.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C2_SemanticPrompt_R5.png,44a1ea666ba2d5c7ddca8df2e3a60baf3827ad8e75bd683eda4fe7280a191162,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A2_S_R6,Batch 1,Set A,2,Semantic Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: translucent daylight-regulating interface, diagonal scale-like units, overlapping joints, lightweight material, parametric grid.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C2_SemanticPrompt_R6.png,b0bfb973375d23b0db3a2d65caf9bc2950d358c019b9b78f86a56b4830561247,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_F_R4,Batch 1,Set A,3,Free Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C3_FreePrompt_R4.png,a316216ae017077d4063489dc36487185f7bd50dd3dc77a96f7091e5d00f2068,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_F_R5,Batch 1,Set A,3,Free Prompt,R5,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C3_FreePrompt_R5.png,64231fad143014db71b043b04dde6f7ca1907d928eda8b40d289ec6f8fae853b,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_F_R6,Batch 1,Set A,3,Free Prompt,R6,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, free-prompt condition.
Primary request: Generate a plausible adaptive architectural image without specifying any particular geometric pattern, material system, component arrangement, or response mechanism.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C3_FreePrompt_R6.png,6077e4259ee11b3009e3aaebed71d6e864a841023279115e618330cb60b4927b,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
A3_S_R4,Batch 1,Set A,3,Semantic Prompt,R4,"Use case: photorealistic-natural
Asset type: controlled architectural generation experiment, semantic-prompt condition.
Primary request: Generate a plausible adaptive architectural image in which the following cluster-derived visible semantics are clearly expressed: square frame, symmetric triangular folded surfaces, rotating interlocking panels, mechanical opening and closing, multi-source responsiveness.
Subject: a close-up frontal view of a contemporary responsive facade component.
Style/medium: high-fidelity architectural photography, realistic materials, no illustration.
Composition/framing: strict frontal near-orthographic view; camera axis perpendicular to the main facade; facade plane parallel to the image plane; centered subject; square composition.
Lighting/mood: neutral natural daylight, even exposure.
Scene/backdrop: restrained and visually unobtrusive.
Constraints: no text, no logo, no people, no watermark.
Avoid: side facade, oblique perspective, aerial view, low angle, high angle, fisheye, wide-angle distortion, dramatic cinematic lighting.",prompt_text_available,OpenAI GPT Image 2 (gpt-image-2),1254,1254,1254:1254,"Study protocol: Batch 2 reused the corresponding Batch 1 prompt text. Within each batch, Free Prompt and Semantic Prompt conditions used the same building type, observation scale, composition, lighting, and negative constraints; the Semantic Prompt additionally included the cluster-level semantic description.",execution environment: OpenAI-hosted GPT Image 2 service; model and sampling managed by the platform; seed control: not exposed to the user; quality and background: automatic; style: prompt-controlled; analysis input: stored PNG file at 1254 x 1254 px; dimensions describe the stored file rather than a requested API size,Batch_1_Generated_Images/Batch1_SetA_C3_SemanticPrompt_R4.png,08485d67cf085b7a29495e82270a081a9960efa89435135d64404c11d5ab719f,This manifest (prompt text); stored PNG file (dimensions and SHA-256); official model documentation: https://developers.openai.com/api/docs/models/gpt-image-2
